social_trust,religion,age,gender,race,children,education,employment,income,rural,extreme_weather,pro_envrnmt,human_nature,cultur3,party,ideol,cncrn_natres,climate_cause,climate_risk,policy4
2.5,5,57,0,1,0,5,1,27000,0,2,0.125,1.5,2,2,7,5,0,2,2
3.166666667,8,22,0,1,0,6,1,55000,1,3,0.25,1,1,2,6,10,1,10,1
3.5,10,79,0,1,0,4,0,50000,0,2,0,1,1,1,5,5,1,5,1
4,7,57,0,1,0,5,0,150000,1,3,0.125,1.5,2,3,5,5,1,5,3
3.5,9,68,0,0,1,6,1,65000,1,1,0.375,5,3,1,3,9,1,8,2
4.5,10,81,0,1,0,4,0,50000,1,3,0.125,4.5,3,2,7,9,0,1,3
4.166666667,10,65,1,1,0,7,0,60000,0,1,0.625,4,3,2,6,7,0,2,2
4,7,64,1,1,0,8,0,1.00E+05,0,1,0.625,3,2,2,7,6,0,5,3
4.833333333,7,42,1,1,2,6,1,133000,0,3,0.375,4,4,3,4,9,1,7,2
4,10,70,1,1,0,6,1,250000,1,2,0.25,4,2,2,6,6,0,5,1
3.166666667,9,68,1,1,0,6,0,120000,1,1,0.25,2,1,2,5,7,0,6,2
3,7,65,1,0,0,6,0,21000,1,2,0.375,3.5,2,2,6,6,1,7,2
1.5,6,31,0,1,1,7,1,98000,0,2,0.125,1.5,1,1,3,6,1,9,1
4.333333333,0,37,0,1,1,8,1,142000,0,2,0.25,3,2,1,1,0,1,6,1
2.5,1,41,0,1,0,5,1,97500,0,2,0.375,1.5,2,1,2,7,1,9,1
4.333333333,10,79,1,1,0,8,0,330000,0,2,0.125,2.5,2,3,5,8,1,8,2
4.666666667,8,32,0,1,0,6,1,84000,0,2,0.25,3,1,2,7,5,0,5,2
4.166666667,10,44,0,1,2,6,0,3.00E+05,0,3,0,2.5,1,1,2,8,1,8,2
4,7,76,0,1,0,8,0,120000,0,2,0.5,1.5,3,1,2,10,1,9,1
4.666666667,10,58,0,1,0,4,1,75000,0,1,0.25,3,2,2,7,8,0,5,1
4,7,69,0,1,0,4,0,25000,1,3,0.5,2,2,1,2,8,1,7,2
4.166666667,10,50,0,1,0,5,1,75000,0,2,0,3.5,4,2,7,8,0,5,2
4.166666667,5,47,0,1,2,6,1,75000,0,3,0.125,2,1,4,4,10,1,7,1
4,5,43,1,1,1,6,1,65000,0,2,0.25,3,4,2,5,5,1,6,3
2.333333333,10,58,1,1,0,2,1,45000,1,2,0.375,1,2,3,6,7,0,4,1
4.333333333,9,64,1,1,0,6,1,125000,0,2,0.125,1.5,2,2,6,8,0,2,2
3.166666667,7,57,0,1,0,6,0,50000,0,2,0.125,2.5,4,2,6,8,0,4,3
3,5,55,1,1,0,2,1,55000,0,2,0,1.5,2,2,5,9,1,5,1
4.833333333,8,59,0,1,0,4,0,75000,0,2,0.125,4,4,2,3,9,1,10,1
3.5,10,54,1,1,0,6,1,127000,1,2,0,2,2,2,6,1,0,0,3
3.5,9,44,1,1,2,6,1,55000,0,2,0.5,4.5,2,2,6,8,0,5,1
4,5,60,0,1,0,2,1,2.00E+05,1,2,0,3,2,2,2,9,0,3,2
3,10,70,0,1,0,7,0,49000,0,3,0.375,2,2,2,6,9,0,9,1
3.5,10,75,1,1,NA,6,0,80000,0,1,0.25,3,2,4,5,5,0,1,2
2.666666667,2,32,0,1,0,8,1,150000,0,3,0.25,2,3,3,1,7,1,9,2
4.166666667,1,67,1,1,0,6,0,60000,0,2,0.375,2,1,3,2,9,1,10,1
3.5,0,62,1,1,0,4,0,160000,0,2,0.25,1.5,2,2,6,6,0,5,2
3,8,83,1,1,0,5,0,70000,0,1,0.375,3,1,2,6,9,1,8,2
4.833333333,7,46,1,1,0,2,1,25000,0,2,0.125,2.5,3,2,4,10,0,5,2
4.333333333,7,75,1,1,0,7,0,125000,0,2,0.375,1,2,2,7,7,0,3,2
4.5,10,53,1,1,0,6,1,90000,1,1,0.5,2.5,1,2,7,8,0,1,1
1,5,44,0,1,0,2,1,49000,0,1,0.25,5,1,3,4,6,0,0,4
4.333333333,8,36,1,1,1,7,1,149000,0,3,0.5,1,2,3,4,10,1,10,1
2.666666667,0,75,0,1,0,4,0,30000,1,2,0.125,3.5,1,2,3,3,1,7,2
3.666666667,10,40,0,1,1,2,1,26000,1,2,0.375,3,1,2,4,8,0,1,3
5.333333333,10,53,0,1,0,1,0,8000,1,2,0.125,3,4,3,4,5,1,5,2
3,10,78,0,1,0,2,0,32000,0,2,0.5,3,2,2,7,9,0,3,2
3.333333333,10,67,0,1,0,2,0,32000,0,2,0.625,2.5,2,2,6,8,0,3,1
5.5,8,32,1,1,0,7,0,20000,0,3,0.375,3.5,3,3,2,8,1,8,2
2.5,0,58,0,1,0,2,1,40000,0,1,0.125,1,4,4,4,10,1,10,1
2.5,5,63,0,1,0,4,0,48000,0,2,0.125,2,3,1,2,9,1,10,1
4.333333333,5,35,0,1,4,4,1,79000,1,3,0.375,1,1,1,4,6,1,7,1
5,10,62,0,1,0,2,0,45000,1,2,0.125,4,4,2,7,0,0,0,2
4,10,56,0,1,0,2,0,75000,1,2,0.125,1.5,1,2,5,5,0,5,2
3.166666667,10,56,0,1,0,2,0,19000,1,3,0.25,1,3,2,6,10,1,10,1
4.833333333,10,72,0,1,0,6,0,60000,0,3,0.5,4,3,2,5,7,0,6,1
4.166666667,4,73,1,1,0,1,0,14000,1,3,0.25,2.5,4,2,6,10,1,5,1
3.833333333,10,66,0,1,0,5,0,16600,1,1,0.375,3.5,2,2,7,6,0,0,1
3.666666667,10,56,0,1,0,2,0,10000,0,2,0.375,2,4,2,4,10,0,8,2
4,3,30,1,1,1,4,1,55000,0,3,0.125,2,3,2,4,5,1,8,1
5.166666667,8,30,1,1,2,2,1,99000,0,3,0.25,4.5,1,1,2,9,1,10,2
2.5,2,21,0,0,0,4,0,14000,1,3,0.375,2.5,2,1,1,10,1,10,1
1.666666667,7,25,0,1,0,4,1,35000,0,3,0.375,1,1,1,2,10,1,10,1
4.166666667,7,37,1,1,3,7,1,99000,0,3,0.125,3.5,3,2,4,10,1,7,1
4,10,48,0,1,0,4,0,50000,1,3,0.25,1.5,4,3,4,7,1,8,1
6.5,7,51,0,1,1,4,0,80000,0,1,0.5,1,3,2,4,10,1,10,1
3.333333333,10,44,0,1,3,5,1,29000,0,1,0.25,4,1,2,6,5,0,2,2
6.833333333,10,28,1,1,1,2,1,100,0,3,0.25,5,4,2,1,10,1,10,1
3.5,10,34,1,1,0,3,0,0,1,2,0.125,3,2,2,7,10,0,0,4
2.666666667,10,30,0,0,1,5,1,30000,1,3,0.25,3,2,1,3,6,1,7,2
4.166666667,2,56,1,1,1,5,0,57000,0,3,0.625,2.5,1,1,2,10,1,10,1
3.166666667,4,26,0,1,2,4,0,30000,0,3,0,3.5,1,3,4,3,0,4,2
3.5,8,46,0,0,0,4,1,27053,0,3,0.375,1.5,3,1,4,9,0,7,2
3,10,43,0,1,0,6,1,50000,0,3,0.375,3,1,2,7,6,0,3,3
5.166666667,10,24,0,1,2,6,1,1.00E+05,0,3,0.375,5,1,2,4,10,0,10,1
4.666666667,10,57,0,1,0,6,0,59000,0,2,0.375,3,2,2,7,4,0,3,2
2.5,8,21,0,1,2,4,0,175000,0,3,0.25,1.5,2,2,3,7,1,6,1
3.5,7,24,1,1,0,2,1,38000,0,1,0.5,2.5,2,3,6,10,0,0,2
5.166666667,6,81,1,1,0,2,0,59000,0,2,0.5,2,2,2,5,8,0,6,1
5.833333333,8,72,1,1,0,6,0,68000,0,2,0.375,3,4,2,6,9,1,8,2
4.333333333,7,53,1,1,0,6,1,79000,0,2,0.125,1.5,3,1,1,6,1,10,1
4.5,2,51,1,1,0,6,1,74000,0,3,0.25,3.5,2,1,5,6,1,8,2
5.166666667,8,62,1,1,0,4,0,20350,1,2,0.25,4.5,2,3,4,6,1,8,1
4.666666667,9,59,1,1,0,3,1,98000,0,2,0.25,3.5,4,1,3,7,1,9,1
4.666666667,8,76,1,1,0,5,0,18500,0,3,0.5,3,2,3,6,3,1,7,2
2.5,8,53,1,1,0,4,1,17000,1,2,0.25,4,4,1,4,10,1,10,1
4,8,70,1,1,0,2,1,24000,0,1,0.125,2,2,3,6,5,0,5,3
4,8,71,1,1,0,5,0,36000,1,3,0.5,2.5,3,3,4,7,1,8,1
4.666666667,9,44,1,1,0,7,1,145000,0,2,0.125,2,3,2,6,7,0,8,1
3.833333333,0,42,1,1,0,6,1,134000,0,3,0.5,1,2,1,2,9,1,9,1
3.333333333,0,70,1,1,0,4,1,27898,1,2,0.125,1,1,3,7,10,0,8,2
2.333333333,10,68,1,1,0,3,0,0,0,3,0.25,4,4,2,2,10,1,10,1
2.5,0,64,1,1,0,6,0,35000,0,3,0.375,1,3,1,1,10,1,10,2
4.166666667,9,33,1,1,0,4,0,2.00E+05,0,3,0.375,3,1,3,5,4,1,4,1
2.5,1,76,1,1,0,6,0,60000,0,3,0,2,4,1,3,7,1,8,2
3,10,58,1,1,0,3,1,500,0,2,0.5,3,2,1,7,10,1,10,1
4,5,90,1,1,0,4,0,26000,1,2,0.5,3,1,3,7,5,0,4,2
4.333333333,8,44,1,1,0,7,1,28000,0,0,0.125,2.5,4,3,6,2,0,3,3
6.5,10,52,1,1,0,1,1,21000,0,2,0.125,4,2,1,6,9,0,10,4
3.5,0,56,1,1,0,3,0,50000,0,3,0.125,1,3,1,1,10,1,10,1
6,10,48,1,1,1,6,1,120000,0,2,0.625,5,1,2,7,0,0,0,3
2.666666667,3,70,1,1,0,6,0,32000,0,3,0.25,1.5,3,1,2,8,1,10,1
5,8,37,1,1,2,7,1,75000,0,2,0.5,4.5,4,2,2,9,1,9,2
1,10,67,1,1,0,2,0,22000,0,1,0.25,3,2,1,4,4,1,7,1
5,10,44,1,1,1,2,1,30000,0,3,0.5,1,3,1,2,10,1,10,1
4.666666667,10,43,1,1,0,4,0,24500,1,3,0.5,3,2,3,4,9,1,9,1
4.666666667,10,66,1,1,0,5,0,164782,0,3,0.375,3,3,2,6,9,1,7,2
3.833333333,10,80,1,1,0,4,0,62000,0,3,0.125,4,2,2,7,5,0,2,2
4.333333333,10,79,1,1,0,7,0,147000,0,2,0.125,1.5,4,2,7,5,1,1,3
4.833333333,5,74,1,1,0,6,0,30000,1,1,0.375,3.5,4,2,5,7,1,9,1
2.333333333,10,48,1,1,0,6,1,16000,0,2,0.25,3.5,2,3,5,8,0,5,1
4.666666667,2,46,1,1,0,4,1,132000,1,2,0.25,3.5,2,2,6,7,0,4,2
2,0,69,1,1,0,5,0,0,1,1,0.75,5,1,2,7,0,0,0,3
3.333333333,9,73,1,1,0,6,0,35000,1,3,0.375,2.5,3,2,7,8,0,3,2
2.833333333,3,20,1,1,0,4,1,20,0,2,0.25,4,1,2,0,1,1,7,3
4.666666667,0,62,1,1,0,4,1,55000,0,2,0.125,1.5,3,2,7,3,0,1,3
2.833333333,5,51,1,1,0,4,1,35000,0,2,0,2.5,1,2,7,5,0,5,2
3.833333333,8,47,0,1,1,6,1,150000,0,2,0.375,4.5,1,3,5,7,1,7,2
3,5,40,1,1,0,2,1,45000,1,2,0.125,3,1,3,4,3,1,5,3
4.333333333,5,45,0,1,1,4,1,34000,0,2,0.125,3.5,2,3,4,5,0,5,3
4,2,24,0,1,0,4,1,38000,0,3,0.125,4,1,3,4,5,0,4,2
3.666666667,5,69,1,1,0,6,1,125000,0,3,0.125,2.5,2,2,7,6,1,5,2
3.333333333,7,52,1,1,0,7,1,80000,0,3,0.375,2,1,3,3,1,0,8,1
4.5,6,36,1,1,0,7,1,77888,0,2,0.125,3.5,2,4,3,5,0,2,3
3.333333333,0,48,0,1,0,4,1,48000,0,2,0.5,1,1,0,0,10,1,10,1
4,9,53,0,1,0,6,1,125000,0,2,0.25,2.5,2,2,5,3,1,7,2
4.5,4,67,0,1,0,6,0,150000,0,1,0.25,3.5,2,3,3,10,1,9,1
4.166666667,9,63,0,1,0,6,0,76000,0,2,0.375,2.5,1,3,6,9,1,7,1
2.666666667,0,75,1,1,0,6,0,36000,0,3,0.125,4,1,1,3,9,1,8,1
2,0,78,0,1,0,6,0,50000,0,2,0,2,4,1,4,4,1,7,1
4.333333333,9,42,0,1,0,2,1,20000,0,3,0.25,2,1,3,4,8,0,10,1
3,6,48,0,1,2,5,1,29000,1,2,0.25,2.5,3,1,1,8,1,10,1
4.666666667,5,45,1,1,0,6,1,124000,0,2,0.125,3,3,1,4,5,0,5,3
3.833333333,10,47,0,1,2,4,1,90000,0,2,0.125,2,1,1,4,8,1,7,2
4.833333333,10,67,0,1,0,7,0,47000,0,3,0.375,3.5,1,2,4,9,1,6,2
3.333333333,9,78,1,1,0,4,0,8340,0,2,0.125,4,4,3,6,7,0,2,4
4.166666667,1,67,1,1,0,7,0,71000,1,3,0,3.5,2,3,2,7,1,7,2
2.5,10,29,0,1,3,8,1,130000,0,2,0.25,2,1,2,5,8,0,6,1
3.833333333,5,50,0,1,0,6,1,80000,0,3,0.25,1,2,3,2,10,1,10,1
4.833333333,7,40,1,1,0,4,1,45000,0,2,0.375,2,4,2,5,3,1,2,2
4.333333333,7,32,0,1,5,4,0,18000,0,3,0.625,3.5,1,3,1,2,1,0,1
4,3,79,1,1,0,6,0,83000,0,2,0.25,3.5,2,1,4,8,1,6,2
4,10,81,0,1,0,6,0,12500,1,2,0,2,2,2,6,0,0,3,2
4.166666667,6,55,0,1,0,4,1,90000,0,2,0.25,3,2,2,3,9,1,6,2
3.5,5,57,1,1,0,7,1,2.00E+05,0,2,0.125,3,2,3,4,5,1,4,2
5.166666667,10,38,0,1,2,4,1,52000,1,2,0.375,3,2,2,7,10,0,2,1
2.5,3,24,0,1,0,6,1,86000,0,3,0.625,3,3,1,2,9,1,9,2
4.5,10,32,0,1,0,6,0,25000,0,2,0.25,2,2,3,5,6,0,8,1
3.666666667,4,29,0,1,3,4,0,49000,0,3,0.5,1,2,3,5,6,1,10,1
5.666666667,1,67,1,1,0,4,1,138000,0,2,0.375,3.5,3,2,5,10,1,8,1
7,10,30,1,1,1,1,0,10,0,3,0.25,5,3,1,1,10,0,0,4
4.166666667,7,70,0,1,0,4,0,22000,0,2,0.125,3,2,4,4,7,1,5,2
3.666666667,1,33,1,1,0,3,1,60000,0,3,0,3.5,2,3,1,8,1,10,1
5,8,65,1,1,0,8,0,114000,0,2,0.25,1.5,2,1,3,7,1,8,1
4.333333333,7,30,0,1,0,1,0,0,1,2,0.125,2.5,3,2,4,5,0,0,2
1,3,24,0,1,0,3,1,20000,1,3,0.625,1.5,1,3,3,10,1,10,1
3.666666667,0,35,0,1,3,6,0,48000,0,2,0.125,1.5,2,1,2,4,1,7,1
4,9,61,1,1,0,6,1,85000,0,2,0,3.5,3,2,5,2,0,2,1
3.333333333,0,70,1,1,0,6,0,46500,1,3,0.375,2,2,3,4,9,1,9,1
1,10,56,0,1,0,4,0,175000,1,2,0,3,4,1,6,5,1,8,1
2.666666667,0,50,0,1,0,6,1,25000,0,3,0.625,0.5,1,3,5,8,1,8,1
2.833333333,1,26,0,1,0,2,0,26000,0,3,0.5,2,2,3,4,7,1,7,1
3.333333333,7,61,0,1,0,4,0,48000,0,2,0.25,3,1,2,6,7,1,8,1
4.166666667,5,52,0,1,0,5,1,140000,1,1,0.625,2,1,2,6,5,1,7,1
4.666666667,5,37,0,1,0,4,1,84000,0,3,0.5,1.5,1,1,2,9,1,10,1
3.333333333,10,25,0,1,1,6,1,56000,1,3,0,1.5,1,2,6,6,1,7,1
3.333333333,0,44,1,1,1,6,1,150000,1,3,0.5,1,3,3,4,10,1,10,1
3.5,10,55,0,1,0,2,1,84000,0,3,0.625,2,2,1,4,8,1,8,2
2.666666667,4,67,1,1,0,5,0,52000,0,2,0.25,3.5,4,3,5,4,1,7,2
2.166666667,0,55,0,1,0,2,0,55900,0,2,0.375,4.5,1,2,4,7,1,8,1
4.666666667,8,69,1,1,0,8,1,45000,1,3,0.625,2,2,1,5,8,1,10,2
3.5,5,63,1,1,0,6,1,90000,0,2,0.5,1,3,3,6,6,0,6,1
4,4,27,0,1,1,5,1,29700,1,2,0.375,3,4,2,6,5,1,5,2
3.333333333,9,53,0,1,1,6,1,150000,0,2,0.375,3,1,2,6,9,1,9,1
4.333333333,10,65,0,1,0,4,0,82400,0,2,0.375,3,2,2,7,10,0,5,3
4.666666667,0,75,1,1,0,7,1,190000,0,3,0.25,1,2,1,2,10,1,10,1
4.333333333,9,28,0,1,NA,6,1,52000,1,2,0.125,3.5,3,2,5,8,1,5,2
5,2,45,0,1,0,4,1,90000,0,2,0.125,2.5,4,3,2,10,1,10,2
2.666666667,5,34,1,1,0,6,1,11000,0,2,0.25,4,2,2,7,0,0,0,3
3.5,6,57,1,1,0,2,0,3231,0,2,0.375,2.5,2,2,6,8,0,0,3
4.333333333,9,70,1,1,0,7,0,1.00E+05,0,2,0.5,1.5,2,1,3,8,1,9,1
3.166666667,8,59,1,1,0,6,1,110000,1,2,0,4.5,4,3,4,8,1,3,2
3.166666667,6,64,0,1,2,5,1,18000,0,2,0.25,1.5,2,1,4,8,1,8,1
4.166666667,8,72,1,1,0,6,1,180000,0,1,0.375,1.5,2,3,3,6,1,9,1
3,8,52,0,1,2,5,0,25000,0,1,0.25,2.5,4,2,6,7,1,8,2
4.833333333,5,26,0,1,0,2,0,30000,0,2,0.25,2,2,4,3,10,1,9,1
4.333333333,8,51,0,1,0,2,1,65000,0,2,0.5,3,4,2,4,7,1,7,2
2.666666667,8,67,1,1,0,2,0,24000,0,3,0.375,1.5,4,3,5,6,0,5,2
3.666666667,10,70,0,1,0,4,1,35000,1,1,0.375,3.5,3,2,6,8,0,8,3
3.666666667,0,76,1,1,0,3,0,70000,1,3,0.375,2.5,2,3,5,9,1,5,1
5,10,58,0,1,0,2,0,10000,0,2,0.5,4,2,3,5,10,1,9,1
2.166666667,5,73,1,1,0,6,0,98000,0,3,0.5,1.5,2,3,5,8,1,6,2
2.5,5,50,0,1,0,7,0,14000,0,2,0.25,1.5,2,2,6,2,0,5,3
4.166666667,7,27,1,1,0,6,1,79,0,2,0.5,3.5,3,2,4,10,1,10,1
3.333333333,5,70,1,1,0,6,0,52000,1,2,0,2.5,2,2,6,9,1,7,2
4.166666667,5,87,1,1,0,8,0,1.00E+05,0,3,0.5,3.5,2,2,5,9,1,5,2
4.166666667,0,99,1,1,0,6,0,10000,0,3,0.25,3,1,1,4,9,1,10,1
4.333333333,10,73,1,1,0,4,0,10000,0,2,0.125,3,3,2,2,10,0,10,1
5,10,70,0,1,0,1,0,25000,1,3,0.125,5,2,2,2,10,1,10,3
2.5,0,69,1,1,0,6,0,12000,1,2,0,1,2,4,1,9,1,9,1
7,10,26,1,1,1,4,1,10,0,3,0.875,5,2,1,6,10,1,10,2
3.666666667,0,55,1,1,0,6,0,70000,1,3,0.25,2.5,2,1,2,10,1,10,1
4.166666667,8,34,0,1,3,5,1,25000,1,3,0.5,2,4,3,1,10,1,10,1
3.333333333,10,69,1,1,0,7,0,30000,0,3,0.5,2.5,2,1,1,9,1,8,2
3.833333333,10,61,1,1,3,6,1,120000,0,2,0.25,3,1,2,6,7,0,3,1
4.166666667,7,67,0,1,0,6,0,225,0,3,0.625,1.5,3,1,3,9,1,9,1
2.5,9,81,1,1,0,6,0,62000,0,3,0.375,1,2,2,7,8,0,7,4
3.166666667,6,62,1,1,0,4,0,50000,1,2,0.375,2,1,3,4,8,0,5,2
4.666666667,9,61,1,1,0,4,0,67000,0,3,0.5,2,2,1,4,9,1,10,1
3.833333333,10,68,0,1,0,2,0,80000,0,3,0.25,4,1,4,4,10,1,8,1
4.666666667,9,69,1,1,0,2,0,51000,1,2,0.25,2.5,2,2,6,4,0,7,2
1.833333333,8,61,0,1,0,2,0,40000,1,3,0.375,3,2,2,4,8,1,8,1
5,10,63,1,1,1,4,1,50000,0,3,0.875,3,2,3,4,9,1,10,1
4,5,56,1,1,0,7,1,35000,1,3,0.625,2,2,3,4,10,1,10,1
3.166666667,6,53,1,1,0,5,0,19000,1,2,0.5,1.5,2,2,4,9,1,8,1
4.333333333,7,21,1,1,1,4,0,70000,0,3,0.125,1,4,1,2,7,1,10,1
2.833333333,8,60,1,1,0,6,0,28000,1,2,0.375,3,4,1,4,6,1,7,1
3.666666667,1,70,1,1,0,3,1,110000,0,1,0.25,2.5,1,2,5,8,0,5,2
3.333333333,0,61,1,1,0,6,0,57000,0,3,0.25,1.5,3,1,1,10,1,10,1
3.166666667,7,45,1,1,0,2,1,40000,0,3,0.375,4,2,1,3,7,1,7,0
3.5,7,61,1,1,0,4,0,24000,0,3,0.5,2,2,3,3,8,1,8,1
3.333333333,0,55,1,1,0,8,1,50000,0,3,0.625,1.5,3,1,1,7,1,9,1
3.833333333,10,71,1,1,0,6,0,69000,0,2,0.5,3,1,3,6,10,1,7,1
3.666666667,10,37,1,1,0,4,0,9540,0,3,0.375,3.5,2,1,4,6,1,10,1
3.5,1,60,1,1,0,4,0,17500,0,2,0,2.5,4,4,4,5,0,1,3
4,1,59,1,1,0,4,1,29000,0,1,0.25,2,3,3,6,9,1,6,2
3.666666667,10,57,1,1,0,5,0,49000,0,2,0.125,1,1,3,6,0,0,5,3
2.833333333,10,63,1,1,0,8,0,79900,1,3,0.25,2,2,3,5,8,1,6,1
4.833333333,0,61,1,1,0,6,0,68000,0,2,0.375,1,2,3,6,9,1,5,2
3.833333333,1,22,1,1,0,4,0,25000,0,3,0.125,3,2,1,1,5,1,10,1
4,8,65,1,1,0,5,0,39000,1,2,0.25,3,2,3,5,7,0,4,2
3.333333333,1,37,1,1,0,4,0,36000,0,2,0.125,1.5,2,3,3,5,1,8,2
2.666666667,0,48,1,1,0,4,1,1000,1,2,0.625,3.5,2,2,6,9,0,0,1
4.666666667,6,24,1,1,0,2,1,40000,1,2,0.625,1.5,2,1,4,8,1,8,1
3.833333333,9,23,1,1,0,5,0,1.00E+05,0,2,0.125,4,2,2,7,7,0,6,2
5,5,40,1,1,1,7,0,200,0,2,0.125,4,2,1,4,8,1,4,2
3,10,58,1,1,0,6,1,49800,0,3,0.5,1,3,1,3,10,1,10,2
3.833333333,10,63,1,1,0,6,0,21800,1,0,0.125,4,2,2,7,4,0,5,2
4.666666667,6,48,1,1,1,2,1,30000,0,2,0.375,2,2,1,4,9,1,10,1
6,8,53,1,1,2,6,1,119000,0,3,0.75,2.5,1,4,4,10,1,10,1
5.333333333,7,36,1,1,2,7,1,190000,0,3,0.125,4,2,2,3,6,1,6,1
3.833333333,7,19,1,1,0,1,0,17500,1,3,0.5,4.5,2,2,6,6,1,8,1
2,10,37,1,1,1,2,1,45000,1,2,0.25,1,4,1,4,10,1,10,1
4.333333333,8,57,1,1,0,2,0,34000,1,2,0.25,1,3,1,4,10,1,10,1
3.666666667,8,58,1,1,0,6,1,40000,0,2,0.625,3,4,3,5,5,0,3,3
4.333333333,9,52,1,1,0,6,1,105000,0,2,0.5,3,2,3,6,6,1,6,2
3,10,56,1,1,0,7,0,17888,1,1,0,3,4,2,6,2,0,0,4
4.333333333,7,63,1,1,0,3,0,16500,1,3,0.5,3,2,2,5,2,0,6,2
2.833333333,0,48,1,1,2,5,1,75000,1,3,0.25,2,2,3,5,8,1,7,1
5.333333333,5,47,1,1,0,2,1,28000,0,3,0.125,2,1,3,4,7,0,8,2
3.5,3,36,1,1,0,7,1,43000,1,3,0.125,1,3,1,1,7,1,10,3
3,1,21,1,1,0,4,1,30000,1,3,0.25,2.5,2,1,3,10,1,9,1
6.166666667,9,62,1,1,0,6,0,20000,0,3,0.375,3.5,2,1,4,8,1,8,2
5.833333333,8,46,1,1,2,7,1,180000,0,1,0.375,3.5,4,1,7,8,0,5,3
5.166666667,7,55,1,1,0,7,1,80000,0,2,0.25,4,2,1,2,7,1,9,1
2.333333333,5,18,1,1,1,2,0,1.00E+05,1,2,0.125,4,2,2,5,3,0,3,2
2.5,3,23,1,1,0,6,0,45000,0,2,0.25,1,3,1,1,8,1,10,2
3,1,62,1,1,0,6,1,38672,0,3,0.25,1.5,3,1,1,10,1,9,1
3.5,9,36,0,1,3,4,0,35000,0,3,0.375,4,4,4,6,5,1,8,2
2.666666667,0,31,1,1,1,7,1,102000,0,2,0.375,3,1,3,4,2,1,9,1
3.5,3,46,1,1,2,2,1,37000,1,3,0.375,2.5,3,1,3,8,1,7,1
2,10,55,1,1,2,4,0,32500,1,3,0.125,1,1,2,4,10,1,9,1
3.833333333,0,21,1,1,0,4,0,30000,0,3,0.125,2.5,1,1,1,0,1,10,1
5,0,19,1,1,0,4,0,23000,0,3,0.625,1,1,3,6,9,1,10,1
6.666666667,10,24,1,1,1,2,1,2500,0,3,0.25,4,2,3,4,10,1,10,2
3.333333333,0,63,1,1,0,4,0,64200,1,3,0.125,1,2,1,2,10,1,10,1
1.5,10,62,1,1,0,5,1,42000,0,2,0,1,2,2,7,0,0,0,4
3.666666667,0,63,1,1,0,6,0,120000,0,3,0.25,3,2,4,4,7,1,8,1
7,10,18,1,1,2,1,1,12000,1,3,0.75,5,3,0,1,10,1,10,4
5,7,19,1,1,1,2,1,58000,0,3,0.375,3.5,1,1,1,6,1,7,2
3,1,59,1,1,0,4,0,45000,0,3,0.625,2,3,1,2,10,1,10,1
5,8,56,1,1,0,2,0,10000,0,3,0.125,2.5,1,1,4,8,1,10,1
3.666666667,3,50,1,1,2,0,0,115000,0,2,0.125,1.5,1,2,5,5,1,10,1
3.5,5,62,1,1,0,6,1,69000,0,3,0.375,2.5,2,3,3,7,1,7,1
3.5,9,59,1,1,0,5,1,36500,1,2,0.25,2.5,3,3,4,4,1,4,1
3,5,36,1,1,0,6,1,110000,0,2,0,4,1,2,6,4,0,2,2
3,1,58,1,1,0,2,0,13500,0,2,0.25,1.5,4,2,7,5,0,2,2
2.833333333,0,47,1,1,0,2,1,12000,0,3,0.25,1.5,2,3,6,10,1,10,1
4.166666667,10,44,1,1,1,4,1,85413,0,2,0.25,2,4,2,6,9,0,5,2
3,9,53,1,1,0,5,0,25000,0,3,0.25,4,4,1,7,0,1,0,2
4,5,22,1,1,0,5,0,66000,1,3,0.125,3,4,3,6,5,0,5,2
2.666666667,0,44,0,1,0,4,0,45000,0,2,0.375,3,2,2,2,6,0,2,2
5,2,61,0,0,0,4,0,36000,0,2,0.25,3,4,2,3,2,1,5,3
4.666666667,3,52,0,1,0,3,0,50000,1,3,0.25,2.5,2,2,6,9,0,5,2
3.333333333,0,71,1,1,0,7,0,1,0,2,0,2.5,2,2,5,4,1,5,2
4.5,10,24,0,1,0,6,0,120000,0,2,0.25,3.5,2,3,5,5,1,3,1
3.5,0,42,0,1,3,4,1,124000,0,3,0.625,1,3,1,1,10,1,10,1
4,9,59,1,1,0,7,1,90000,1,2,0.625,3,2,4,4,8,1,6,2
2.833333333,10,21,0,1,0,4,0,10000,1,2,0.25,3,2,0,4,10,1,8,1
4.333333333,6,49,1,1,0,1,0,2500,0,3,0.25,1.5,1,1,2,3,1,10,1
4.666666667,9,63,0,1,0,6,0,240000,0,3,0.25,2,3,1,1,8,1,8,1
7,10,38,0,1,2,6,1,150000,0,3,0.375,5,2,1,2,9,1,0,1
2.666666667,6,55,0,1,0,2,1,50000,1,2,0.5,1,3,2,4,10,0,6,1
4.833333333,6,39,0,1,2,4,1,150000,1,2,0.25,4,1,3,2,8,0,5,2
4,6,72,1,1,0,3,0,50000,0,3,0.25,3,4,2,4,7,1,6,2
2.666666667,10,55,1,1,1,2,0,25500,0,2,0.5,5,2,1,4,5,0,0,2
4.833333333,0,55,1,1,1,6,0,60000,0,3,0,2,4,3,4,7,1,7,1
3,7,67,1,1,0,5,1,42000,0,2,0.25,2,4,2,6,3,0,3,1
2.666666667,0,63,0,1,0,6,0,28000,0,3,0.125,1,2,3,1,10,1,10,1
